StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,irb_consent,age,zip_code,county,household_income,single_parent,occupation,occupation_9_TEXT,housing,housing_5_TEXT,food,housing_stress,energy_stress,food_stress,trans_stress,internet_access,internet_devices,internet_devices_6_TEXT,child_care,child_care_needs,child_care_needs_3_TEXT,child_care_stress,clothing_stress,services,services_15_TEXT,organizations,organizations_7_TEXT,resources_non_access,resources_non_access_15_TEXT,why_non_access,why_non_access_6_TEXT,happy,sad,stressed,angry,frustrated,tired,hopeful,worried,raffle
2023-02-22 18:58:02,2023-02-22 19:04:49,IP Address,100,406,True,2023-02-22 19:04:49,R_294fnrF7PJsjVNS,anonymous,EN,0.6000000238418579,Yes,24,94022,Echols,"$70,001 - $90,000",Yes,"Employed part-time (31 hours or less per week),Retired,Unemployed, seeking work",,"Homeless, unsheltered",,Some of the time,Somewhat stressful,Not stressful,Not stressful,"Not applicable, do not have to pay for this","Not applicable, I do not have internet access at home",,,"Yes, my child care needs are met",Full-time child care,,Not stressful,Not stressful,"Mental health services,Computer or technology equipment",,"Homeless Shelter,Domestic Assault Shelter",,"Rent or mortgage assistance,Computer or technology equipment,Job search or training",,"Transportation: I did not have a good way to get to the location,Cost: Lack of funds to receive services",,Some of the time,Most of the time,Most of the time,Some of the time,Nearly always,Most of the time,Most of the time,Most of the time,Yes
2023-02-22 18:57:59,2023-02-22 19:05:01,IP Address,100,422,True,2023-02-22 19:05:01,R_1jjDxX4sIwauvnX,anonymous,EN,0.800000011920929,Yes,23,94022,Coffee,"$70,001 - $90,000",No,"Employed full-time (32 hours or more per week),Retired,Other (please specify)",,I own my own home or apartment,,Some of the time,Somewhat stressful,Not stressful,Not stressful,Not stressful,Not at all reliable,"Laptop computer,Smartphone (e.g., iPhone)",,"Yes, my child care needs are met",Full-time child care,,Not stressful,"Not applicable, I do not have to pay for this","Clothing of household items,Rent or mortgage assistance,Computer or technology equipment",,"Afterschool Program,Government Agency",,"Food,Utilities",,"Transportation: I did not have a good way to get to the location,Hours: It was not open when I could get to the location",,Some of the time,Nearly always,Most of the time,Some of the time,Most of the time,Most of the time,Most of the time,Rarely,Yes
2023-02-22 18:58:23,2023-02-22 19:05:04,IP Address,100,400,True,2023-02-22 19:05:05,R_3EvffUnakMah7wL,anonymous,EN,0.6000000238418579,Yes,26,94022,Clinch,"$70,001 - $90,000",Yes,"Employed full-time (32 hours or more per week),Self-Employed,Unemployed, seeking work,Taking care of house/family",,"Homeless, unsheltered",,Most of the time,"Not applicable, do not have to pay for this","Not applicable, do not have to pay for this",,"Not applicable, do not have to pay for this",Not at all reliable,"Laptop computer,Smartphone (e.g., iPhone)",,"Yes, my child care needs are met",Full-time child care,,Very stressful,Not stressful,"Computer or technology equipment,Healthcare,Income assistance",,"Afterschool Program,Government Agency",,"Utilities,Healthcare",,"Transportation: I did not have a good way to get to the location,Cost: Lack of funds to receive services",,Some of the time,Some of the time,Most of the time,Most of the time,Rarely,Some of the time,Some of the time,Most of the time,Yes
2023-02-22 18:59:21,2023-02-22 19:05:12,IP Address,100,351,True,2023-02-22 19:05:14,R_2E7agt9DmzlpotF,anonymous,EN,1,Yes,33,94143,Jeff Davis,"$50,001 - $70,000",Yes,"Employed full-time (32 hours or more per week),Self-Employed,Unemployed, seeking work",,I own my own home or apartment,,Some of the time,"Not applicable, do not have to pay for this",Somewhat stressful,Not stressful,Not stressful,"Not applicable, I do not have internet access at home",,,"Yes, we have additional child care needs",Full-time child care,,Not stressful,Not stressful,"Clothing of household items,Computer or technology equipment",,"Faith-Based Oranizations,Domestic Assault Shelter",,"None, I was able to access all the resources I needed,Child care",,,,Some of the time,Some of the time,Some of the time,Rarely,Rarely,Some of the time,Rarely,Some of the time,Yes
2023-02-22 19:05:07,2023-02-22 19:05:15,Spam,100,8,True,2023-02-22 19:05:16,R_r3jFGFfiwxW5cgp,anonymous,EN,0.6000000238418579,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:03:25,2023-02-22 19:05:29,IP Address,100,124,True,2023-02-22 19:05:29,R_agW3Zx4n4gPwsql,anonymous,EN,0.800000011920929,Yes,18,32654,Brooks,"$30,001 - $50,000",Yes,Student,,I own my own home or apartment,,Most of the time,"Not applicable, do not have to pay for this",Somewhat stressful,Not stressful,"Not applicable, do not have to pay for this","Not applicable, I do not have internet access at home",,,"Not applicable, my children are old enough they do not require childcare",,,Somewhat stressful,"Not applicable, I do not have to pay for this",Food,,Afterschool Program,,Mental health services,,Availability: Resource does not exist in my area,,Some of the time,Most of the time,Rarely,Some of the time,Most of the time,Most of the time,Rarely,Some of the time,Yes
2023-02-22 18:59:24,2023-02-22 19:06:05,IP Address,100,400,True,2023-02-22 19:06:05,R_2tFIYaM15cINjCi,anonymous,EN,0.800000011920929,Yes,37,08901,Lanier,"$50,001 - $70,000",Yes,"Self-Employed,Unemployed, seeking work",,"Homeless, sheltered (i.e., shelter, or hotel/motel)",,Most of the time,"Not applicable, do not have to pay for this",Not stressful,"Not applicable, do not have to pay for this","Not applicable, do not have to pay for this",Not at all reliable,"Desktop computer,Smartphone (e.g., iPhone)",,"Yes, we have additional child care needs",Full-time child care,,"Not applicable, I do not have to pay for this","Not applicable, I do not have to pay for this","Food,Utilities",,"Afterschool Program,Government Agency",,"None, I was able to access all the resources I needed,Child care,Medical equipment or supplies",,,,Rarely,Some of the time,Some of the time,Rarely,Some of the time,Some of the time,Most of the time,Most of the time,Yes
2023-02-22 19:05:33,2023-02-22 19:06:32,IP Address,100,59,True,2023-02-22 19:06:33,R_2PvPFPE5bXgC377,anonymous,EN,0.6000000238418579,Yes,,,,"$70,001 - $90,000",Yes,Disabled,,I own my own home or apartment,,Most of the time,Somewhat stressful,Somewhat stressful,Somewhat stressful,,Somewhat reliable,Laptop computer,,"Yes, we have additional child care needs",Full-time child care,,Very stressful,Not stressful,"Clothing of household items,Computer or technology equipment",,,,"Utilities,Legal aid,Medical equipment or supplies",,"Availability: Resource does not exist in my area,Hours: It was not open when I could get to the location",,Most of the time,Some of the time,Nearly always,Rarely,Most of the time,Most of the time,Rarely,Some of the time,Yes
2023-02-22 18:48:29,2023-02-22 19:06:41,IP Address,100,1091,True,2023-02-22 19:06:41,R_1Kg0J9Af9AxDbwe,anonymous,EN,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
2023-02-22 18:48:35,2023-02-22 19:06:44,IP Address,100,1088,True,2023-02-22 19:06:44,R_22REWDADZbNeGdz,anonymous,EN,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
2023-02-22 19:04:02,2023-02-22 19:06:45,Spam,100,162,True,2023-02-22 19:06:45,R_1dfUxeyOsrIcZFw,anonymous,EN,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:06:57,2023-02-22 19:07:03,IP Address,100,5,True,2023-02-22 19:07:03,R_3w4U0LxnBwAR88p,anonymous,EN,0.6000000238418579,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:04:56,2023-02-22 19:07:08,IP Address,100,131,True,2023-02-22 19:07:08,R_2Rb0rrUes6QBMEp,anonymous,EN,0.5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:05:18,2023-02-22 19:07:34,IP Address,100,135,True,2023-02-22 19:07:35,R_2E15nPmHojYKvv7,anonymous,EN,0.800000011920929,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:07:19,2023-02-22 19:07:35,Spam,100,16,True,2023-02-22 19:07:36,R_uaFFjFvukXYw2FH,anonymous,EN,0.6000000238418579,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:06:41,2023-02-22 19:07:59,IP Address,100,78,True,2023-02-22 19:07:59,R_2ClIhb37sQJk1Fy,anonymous,EN,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:05:22,2023-02-22 19:08:05,IP Address,100,163,True,2023-02-22 19:08:06,R_XZp0cOlATrYurZv,anonymous,EN,0.800000011920929,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:05:27,2023-02-22 19:08:27,IP Address,100,180,True,2023-02-22 19:08:28,R_2qyBbNr05UPKvg0,anonymous,EN,0.8999999761581421,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:05:30,2023-02-22 19:08:50,IP Address,100,200,True,2023-02-22 19:08:51,R_4ZntrUZAg2c0eAh,anonymous,EN,0.8999999761581421,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:08:26,2023-02-22 19:09:00,Spam,100,33,True,2023-02-22 19:09:01,R_2wmEpsdHtgZmG5a,anonymous,EN,0.6000000238418579,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:05:35,2023-02-22 19:09:14,IP Address,100,219,True,2023-02-22 19:09:14,R_1KvveqCSElLiUda,anonymous,EN,0.20000000298023224,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:07:43,2023-02-22 19:09:19,IP Address,100,95,True,2023-02-22 19:09:19,R_2cjh6gJHY5yELjd,anonymous,EN,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:09:02,2023-02-22 19:09:31,IP Address,100,29,True,2023-02-22 19:09:32,R_28ZCpSvXntDT7ht,anonymous,EN,0.800000011920929,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:08:05,2023-02-22 19:09:32,Spam,100,86,True,2023-02-22 19:09:33,R_3Mhw5ESvX79fSNK,anonymous,EN,0.10000000149011612,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:07:35,2023-02-22 19:09:32,IP Address,100,117,True,2023-02-22 19:09:33,R_3DpQ6vw1Oolgcgp,anonymous,EN,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:08:51,2023-02-22 19:09:41,Spam,100,49,True,2023-02-22 19:09:41,R_25YOdrCK1cRpovX,anonymous,EN,0.6000000238418579,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:08:30,2023-02-22 19:09:46,Spam,100,76,True,2023-02-22 19:09:46,R_2t9w1VBS2dEckEP,anonymous,EN,0.30000001192092896,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:08:38,2023-02-22 19:09:53,Spam,100,74,True,2023-02-22 19:09:53,R_1gu5XLZgT9KhTek,anonymous,EN,0.6000000238418579,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:08:50,2023-02-22 19:10:01,Spam,100,70,True,2023-02-22 19:10:01,R_2TFqyHjQk0yyZbq,anonymous,EN,0.10000000149011612,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:06:43,2023-02-22 19:10:15,IP Address,100,211,True,2023-02-22 19:10:15,R_1C0Z3uDZaLpomdE,anonymous,EN,0.6000000238418579,Yes,27,21245,Coffee,"$50,001 - $70,000",Yes,Employed part-time (31 hours or less per week),,I own my own home or apartment,,Most of the time,Not stressful,Somewhat stressful,Not stressful,Somewhat stressful,Somewhat reliable,Tablet,,"Yes, my child care needs are met",After-school child care,,Not stressful,Somewhat stressful,"Child care,Rent or mortgage assistance,Computer or technology equipment",,"Local Food Bank,Homeless Shelter,Afterschool Program",,"Child care,Legal aid,Job search or training",,"Transportation: I did not have a good way to get to the location,Hours: It was not open when I could get to the location",,Some of the time,Most of the time,Some of the time,Some of the time,Some of the time,Most of the time,Some of the time,Some of the time,Yes
2023-02-22 19:09:58,2023-02-22 19:10:18,Spam,100,20,True,2023-02-22 19:10:18,R_1kFhlvxzj4WS5Y8,anonymous,EN,0.30000001192092896,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:08:58,2023-02-22 19:10:24,Spam,100,85,True,2023-02-22 19:10:24,R_3lDfr1FUdMZGeCM,anonymous,EN,0.8999999761581421,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:09:03,2023-02-22 19:10:48,Spam,100,104,True,2023-02-22 19:10:49,R_pFWOmDNZV5z1NLj,anonymous,EN,0.10000000149011612,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:10:43,2023-02-22 19:11:03,Spam,100,20,True,2023-02-22 19:11:03,R_1NEzRYhHSSIgtAk,anonymous,EN,0.800000011920929,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:09:10,2023-02-22 19:11:07,Spam,100,116,True,2023-02-22 19:11:07,R_0SsWVYGhfsqniiR,anonymous,EN,0.30000001192092896,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:10:21,2023-02-22 19:11:17,Spam,100,56,True,2023-02-22 19:11:18,R_eg1G2CLK8XJ3bcl,anonymous,EN,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:07:05,2023-02-22 19:11:19,IP Address,100,254,True,2023-02-22 19:11:19,R_262yY6iTmdZxTwB,anonymous,EN,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:10:36,2023-02-22 19:11:29,Spam,100,52,True,2023-02-22 19:11:29,R_3F3wypwBqLGpNRl,anonymous,EN,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:10:33,2023-02-22 19:11:32,Spam,100,59,True,2023-02-22 19:11:33,R_sXzhkFJMjDcIcxj,anonymous,EN,0.800000011920929,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:09:19,2023-02-22 19:11:34,Spam,100,134,True,2023-02-22 19:11:35,R_1KxRAuMrywCeVHD,anonymous,EN,0.6000000238418579,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:10:28,2023-02-22 19:11:36,Spam,100,67,True,2023-02-22 19:11:36,R_06z6Re0C6IGZryx,anonymous,EN,0.30000001192092896,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:10:40,2023-02-22 19:11:42,Spam,100,62,True,2023-02-22 19:11:43,R_3fOz9wcCkGWvX8V,anonymous,EN,0.5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:09:25,2023-02-22 19:11:57,Spam,100,152,True,2023-02-22 19:11:58,R_pE0UedH5Oy22cmJ,anonymous,EN,0.6000000238418579,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:11:42,2023-02-22 19:12:00,Spam,100,18,True,2023-02-22 19:12:01,R_1QlOrfENskGBDU3,anonymous,EN,0.800000011920929,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:06:53,2023-02-22 19:12:16,IP Address,100,322,True,2023-02-22 19:12:17,R_7R3qxFI799k6QsV,anonymous,EN,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:09:33,2023-02-22 19:12:16,Spam,100,163,True,2023-02-22 19:12:17,R_1gokdk75XnPQA79,anonymous,EN,0.800000011920929,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:12:42,2023-02-22 19:13:02,Spam,100,19,True,2023-02-22 19:13:02,R_2dm7i0uiA6BAFmK,anonymous,EN,0.6000000238418579,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:09:41,2023-02-22 19:13:28,Spam,100,227,True,2023-02-22 19:13:29,R_1DUXmbEYzhDNdu2,anonymous,EN,0.30000001192092896,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:09:48,2023-02-22 19:13:45,Spam,100,237,True,2023-02-22 19:13:45,R_1iaIjOoOaXYg6Wz,anonymous,EN,0.30000001192092896,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:09:55,2023-02-22 19:14:09,Spam,100,254,True,2023-02-22 19:14:09,R_3PFsD7ItloON5SL,anonymous,EN,0.30000001192092896,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:07:03,2023-02-22 19:15:49,IP Address,100,526,True,2023-02-22 19:15:50,R_2fJ5mAn3zSjxuV3,anonymous,EN,0.10000000149011612,Yes,44,23456,Jeff Davis,"$50,001 - $70,000",Yes,"Employed full-time (32 hours or more per week),Self-Employed,Disabled",,I own my own home or apartment,,Most of the time,Not stressful,Not stressful,Not stressful,Not stressful,Somewhat reliable,"Laptop computer,Tablet,Smart home device (e.g., Alexa, Google Home)",,"Not applicable, my children are old enough they do not require childcare",,,Not stressful,Somewhat stressful,"Child care,Computer or technology equipment,Healthcare",,"Local Food Bank,Afterschool Program",,"Clothing of household items,Utilities,Computer or technology equipment,Healthcare",,"Hours: It was not open when I could get to the location,Process: I did not know how to get through all the paperwork and requirements",,Some of the time,Some of the time,Most of the time,Most of the time,Most of the time,Some of the time,Most of the time,Some of the time,Yes
2023-02-22 19:15:54,2023-02-22 19:16:45,Spam,100,51,True,2023-02-22 19:16:46,R_OqUgy4oTeMwYDYZ,anonymous,EN,0.800000011920929,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:07:04,2023-02-22 19:16:50,IP Address,100,585,True,2023-02-22 19:16:50,R_215tYWn5LLJx6fw,anonymous,EN,0.6000000238418579,Yes,33,14523,Jeff Davis,"$70,001 - $90,000",Yes,"Student,Disabled,Unemployed, seeking work",,"Homeless, sheltered (i.e., shelter, or hotel/motel)",,Most of the time,Not stressful,Not stressful,Not stressful,Somewhat stressful,Not at all reliable,"Laptop computer,Smartphone (e.g., iPhone)",,"Yes, my child care needs are met",After-school child care,,Somewhat stressful,Not stressful,"Food,Utilities,Legal aid,Medical equipment or supplies",,Domestic Assault Shelter,,"Child care,Legal aid",,"Transportation: I did not have a good way to get to the location,Cost: Lack of funds to receive services",,Most of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Most of the time,Some of the time,Yes
2023-02-22 19:13:33,2023-02-22 19:17:11,IP Address,100,218,True,2023-02-22 19:17:12,R_2WSEVtshUONtFj9,anonymous,EN,0.800000011920929,Yes,20,35572,Atkinson,"Greater than $90,000",Yes,"Employed full-time (32 hours or more per week),Retired",,I own my own home or apartment,,Most of the time,Not stressful,Not stressful,Not stressful,"Not applicable, do not have to pay for this",Very reliable,"Desktop computer,Smartphone (e.g., iPhone)",,"Yes, my child care needs are met",Full-time child care,,Not stressful,Not stressful,"Mental health services,Child care,Utilities",,"Domestic Assault Shelter,Nonprofit organization",,"Rent or mortgage assistance,Computer or technology equipment",,"Transportation: I did not have a good way to get to the location,Hours: It was not open when I could get to the location,Cost: Lack of funds to receive services",,Most of the time,Some of the time,Some of the time,Most of the time,Most of the time,Some of the time,Some of the time,Most of the time,Yes
2023-02-22 19:16:17,2023-02-22 19:18:12,Spam,100,115,True,2023-02-22 19:18:12,R_1lgALDUremcnpyy,anonymous,EN,0.10000000149011612,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:15:00,2023-02-22 19:18:15,IP Address,100,194,True,2023-02-22 19:18:15,R_3n8mqXBRVh9Mcz2,anonymous,EN,0.6000000238418579,Yes,35,22570,Coffee,"$50,001 - $70,000",Yes,"Student,Retired",,I own my own home or apartment,,Most of the time,Not stressful,Not stressful,Not stressful,"Not applicable, do not have to pay for this",Not at all reliable,Laptop computer,,"Not applicable, my children are old enough they do not require childcare",,,Not stressful,Not stressful,"Child care,Computer or technology equipment,Legal aid,Medical equipment or supplies,Income assistance",,"Homeless Shelter,Domestic Assault Shelter",,"Clothing of household items,Rent or mortgage assistance,Legal aid",,"Hours: It was not open when I could get to the location,Cost: Lack of funds to receive services",,Some of the time,Some of the time,Rarely,Rarely,Most of the time,Some of the time,Some of the time,Some of the time,Yes
2023-02-22 19:16:31,2023-02-22 19:18:15,Spam,100,103,True,2023-02-22 19:18:15,R_3Jbo2UlvbFU3fEd,anonymous,EN,0.30000001192092896,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:16:36,2023-02-22 19:18:18,IP Address,100,102,True,2023-02-22 19:18:18,R_3JgTaa67qDKJUHU,anonymous,EN,0.30000001192092896,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:16:25,2023-02-22 19:18:25,Spam,100,119,True,2023-02-22 19:18:25,R_2Ck6CGCFJqFGvNh,anonymous,EN,0.800000011920929,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:07:07,2023-02-22 19:18:55,IP Address,100,708,True,2023-02-22 19:18:56,R_32IWR1lnAZMzm62,anonymous,EN,0.800000011920929,Yes,35,45654,Lowndes,"$70,001 - $90,000",Yes,"Employed full-time (32 hours or more per week),Self-Employed,Disabled",,"Homeless, sheltered (i.e., shelter, or hotel/motel)",,Some of the time,Not stressful,Not stressful,Somewhat stressful,Somewhat stressful,Not at all reliable,"Smartphone (e.g., iPhone)",,"Yes, my child care needs are met",After-school child care,,Somewhat stressful,Not stressful,"Child care,Computer or technology equipment,Healthcare",,"Homeless Shelter,Domestic Assault Shelter",,"Food,Legal aid,Medical equipment or supplies",,"Transportation: I did not have a good way to get to the location,Hours: It was not open when I could get to the location",,Some of the time,Most of the time,Some of the time,Some of the time,Most of the time,Some of the time,Some of the time,Some of the time,Yes
2023-02-22 19:15:05,2023-02-22 19:20:15,IP Address,100,310,True,2023-02-22 19:20:16,R_3lXFSJhJVhlI3nC,anonymous,EN,0.800000011920929,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:06:01,2023-02-22 19:20:16,IP Address,100,855,True,2023-02-22 19:20:17,R_9AzbfLCGK5SS57H,anonymous,EN,,Yes,23,76301,Berrien,"$0 - $30,000",Yes,Employed full-time (32 hours or more per week),,I rent a house or apartment,,Most of the time,Somewhat stressful,Somewhat stressful,Not stressful,Somewhat stressful,Somewhat reliable,Laptop computer,,"Not applicable, I do not have children",,,Not stressful,Somewhat stressful,Computer or technology equipment,,Afterschool Program,,"Clothing of household items,Computer or technology equipment",,Availability: Resource does not exist in my area,,,,Some of the time,Most of the time,Some of the time,Most of the time,Nearly always,Some of the time,Yes
2023-02-22 19:19:10,2023-02-22 19:20:19,IP Address,100,68,True,2023-02-22 19:20:19,R_3MDpaZ7M5TeEUUT,anonymous,EN,0.800000011920929,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:07:10,2023-02-22 19:21:15,IP Address,100,845,True,2023-02-22 19:21:16,R_277lsQFQczlph5C,anonymous,EN,0.6000000238418579,Yes,28,65451,Clinch,"$50,001 - $70,000",Yes,"Self-Employed,Disabled,Unemployed, seeking work",,"Homeless, sheltered (i.e., shelter, or hotel/motel)",,Rarely,Not stressful,Not stressful,Not stressful,Not stressful,Not at all reliable,"Laptop computer,Smartphone (e.g., iPhone),Smart home device (e.g., Alexa, Google Home)",,"Yes, my child care needs are met",After-school child care,,"Not applicable, I do not have to pay for this",Not stressful,"Rent or mortgage assistance,Utilities,Healthcare",,"Local Food Bank,Afterschool Program,Government Agency",,"Clothing of household items,Rent or mortgage assistance,Legal aid,Medical equipment or supplies",,"Hours: It was not open when I could get to the location,Cost: Lack of funds to receive services,Process: I did not know how to get through all the paperwork and requirements",,Most of the time,Some of the time,Some of the time,Most of the time,Some of the time,Most of the time,Some of the time,Most of the time,Yes
2023-02-22 19:20:47,2023-02-22 19:21:51,Spam,100,63,True,2023-02-22 19:21:51,R_3PCgSpoZ6E4LaUT,anonymous,EN,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:21:04,2023-02-22 19:21:57,Spam,100,53,True,2023-02-22 19:21:58,R_2ceCKsX7jte3I2z,anonymous,EN,0.800000011920929,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:20:40,2023-02-22 19:22:05,Spam,100,85,True,2023-02-22 19:22:05,R_8q8kgwMIvJu7Tod,anonymous,EN,0.30000001192092896,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:21:25,2023-02-22 19:22:06,Spam,100,40,True,2023-02-22 19:22:06,R_3PHlOyNBz0FBHRy,anonymous,EN,0.800000011920929,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:18:54,2023-02-22 19:22:15,IP Address,100,200,True,2023-02-22 19:22:15,R_1hZ7DOl3ZLeUwKj,anonymous,EN,0.800000011920929,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:22:23,2023-02-22 19:22:40,Spam,100,16,True,2023-02-22 19:22:40,R_cMFlhMcmdcRdVVD,anonymous,EN,0.800000011920929,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 19:07:13,2023-02-22 19:22:57,IP Address,100,944,True,2023-02-22 19:22:58,R_2DRMWfpq67gSiWo,anonymous,EN,0.800000011920929,Yes,40,32124,Lowndes,"$70,001 - $90,000",Yes,"Student,Retired,Disabled",,"Homeless, sheltered (i.e., shelter, or hotel/motel)",,Some of the time,Not stressful,Not stressful,Somewhat stressful,Somewhat stressful,Not at all reliable,"Desktop computer,Laptop computer,Smartphone (e.g., iPhone)",,"Not applicable, my children are old enough they do not require childcare",,,Somewhat stressful,Not stressful,"Clothing of household items,Utilities,Legal aid",,"Local Food Bank,Homeless Shelter,Domestic Assault Shelter",,"Clothing of household items,Computer or technology equipment,Legal aid",,"Hours: It was not open when I could get to the location,Cost: Lack of funds to receive services",,Some of the time,Some of the time,Most of the time,Most of the time,Some of the time,Some of the time,Most of the time,Most of the time,Yes
2023-02-22 19:15:11,2023-02-22 19:23:31,IP Address,100,499,True,2023-02-22 19:23:31,R_2Bs09bg6CKmsNfG,anonymous,EN,0.8999999761581421,Yes,20,13202,Berrien,"$50,001 - $70,000",No,Employed full-time (32 hours or more per week),,I rent a house or apartment,,Most of the time,Somewhat stressful,Somewhat stressful,Somewhat stressful,Somewhat stressful,Somewhat reliable,"Desktop computer,Smartphone (e.g., iPhone)",,"Not applicable, my children are old enough they do not require childcare",,,"Not applicable, I do not have to pay for this",Not stressful,"Food,Rent or mortgage assistance",,Government Agency,,"Food,Rent or mortgage assistance,Medical equipment or supplies",,Process: I did not know how to get through all the paperwork and requirements,,Most of the time,Some of the time,Most of the time,Some of the time,Some of the time,Nearly always,Some of the time,Some of the time,Yes
2023-02-22 19:21:41,2023-02-22 19:23:41,Spam,100,120,True,2023-02-22 19:23:41,R_2CVdXvot28KRBV4,anonymous,EN,0.6000000238418579,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
